tender_id,feature,label,text,contribution,value,direction
T00052,days_to_payment,Paid unusually fast,Paid 13 days after invoice. The company normally takes 34.,0.26011940836906433,13.0,up
T00053,amount_z_in_category,Priced above its peers,The price sits 1.2 standard deviations above what this category normally costs.,0.8114434480667114,1.1593664972104727,up
T00053,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 17% of all its work from this one buyer. A typical vendor gets 10%.,0.05411127954721451,0.16666666666666666,up
T00054,vendor_age_days,A brand-new supplier,This vendor was registered only 186 days before winning this. Legitimate suppliers build a track record first.,0.333137184381485,186.0,up
T00054,days_reg_to_first_award,"Registered, then paid, almost at once",Only -136 days between this vendor appearing in the master file and its first award.,0.14426401257514954,-136.0,up
T00054,g_cobid_min_affinity,Every pair of bidders is tied to every other,"Not one loose pair — every bidder here co-bids with every other at 0.12 or more. That is a closed group, not a market.",0.1434900313615799,0.12,up
T00055,amount_vs_cat_median,Expensive for what it is,It cost 2.3x the median price in its category.,0.09903921186923981,2.3234531453694625,up
T00055,is_round,A suspiciously round number,"The amount is a round figure. Real invoices come from quantities times prices, and they come out messy. Invented ones come out round.",0.07007735222578049,1.0,up
T00056,g_jaccard_mean,"The same names, tender after tender",These firms turn up on the same tenders far more than rivals should (11% overlap against a normal 8%).,0.030932217836380005,0.10562049794723062,up
T00056,days_to_payment,Paid unusually fast,Paid 14 days after invoice. The company normally takes 34.,0.005202828906476498,14.0,up
T00057,amount_z_in_category,Priced above its peers,The price sits 2.7 standard deviations above what this category normally costs.,0.7153391242027283,2.6738091453478345,up
T00057,amount_vs_cat_median,Expensive for what it is,It cost 8.1x the median price in its category.,0.3371307849884033,8.110249755300513,up
T00057,vendor_age_days,A brand-new supplier,This vendor was registered only 248 days before winning this. Legitimate suppliers build a track record first.,0.20960351824760437,248.0,up
T00058,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 33% of all its work from this one buyer. A typical vendor gets 10%.,0.024014495313167572,0.3333333333333333,up
T00061,days_reg_to_first_award,"Registered, then paid, almost at once",Only -68 days between this vendor appearing in the master file and its first award.,0.2898765504360199,-68.0,up
T00061,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.11319241672754288,1.0,up
T00063,days_to_payment,Paid unusually fast,Paid 12 days after invoice. The company normally takes 34.,0.01852310821413994,12.0,up
T00064,amount_vs_cat_median,Expensive for what it is,It cost 3.7x the median price in its category.,0.2073490023612976,3.7452410215607,up
T00064,days_to_payment,Paid unusually fast,Paid 13 days after invoice. The company normally takes 34.,0.15029683709144592,13.0,up
T00065,amount_z_in_category,Priced above its peers,The price sits 1.2 standard deviations above what this category normally costs.,0.23855459690093994,1.1683045114256532,up
T00065,amount_vs_cat_median,Expensive for what it is,It cost 3.4x the median price in its category.,0.0781296119093895,3.3730418282843626,up
T00066,amount_over_limit,Sitting under the ceiling,"The award is 92% of the approver's limit — just under the ceiling, where a splitter would put it.",0.494923859834671,0.91550246,up
T00066,amount_vs_cat_median,Expensive for what it is,It cost 4.1x the median price in its category.,0.1183210164308548,4.064461971677414,up
T00066,headroom_to_limit,Barely under the limit,It clears the approval limit by only 8%. A little more and a director would have had to sign.,0.06504906713962555,0.08449754000000004,up
T00067,days_reg_to_first_award,"Registered, then paid, almost at once",Only 66 days between this vendor appearing in the master file and its first award.,0.2217627763748169,66.0,up
T00067,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.12786328792572021,2.0,up
T00070,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 55% of all its work from this one buyer. A typical vendor gets 10%.,3.05106782913208,0.5454545454545454,up
T00070,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 6 tenders. The usual buyer-vendor pair has done 1.,1.7438677549362183,6.0,up
T00070,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.19195127487182617,2.0,up
T00071,days_to_payment,Paid unusually fast,Paid 11 days after invoice. The company normally takes 34.,0.2449076920747757,11.0,up
T00072,amount_z_in_category,Priced above its peers,The price sits 1.1 standard deviations above what this category normally costs.,0.7569772005081177,1.078037947609821,up
T00072,amount_vs_cat_median,Expensive for what it is,It cost 4.3x the median price in its category.,0.20889812707901,4.33545854876734,up
T00074,amount_vs_cat_median,Expensive for what it is,It cost 2.9x the median price in its category.,0.09019111096858978,2.930588063349777,up
T00074,bid_cv,The bids were suspiciously alike,The spread across bids is unusually tight (0.08 against a normal 0.08). Independent firms pricing independently do not land this close together.,0.01479388028383255,0.07913373613035606,up
T00075,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 17% of all its work from this one buyer. A typical vendor gets 10%.,0.07527890801429749,0.16666666666666666,up
T00075,days_to_payment,Paid unusually fast,Paid 20 days after invoice. The company normally takes 34.,0.01748622953891754,20.0,up
T00076,g_cobid_min_affinity,Every pair of bidders is tied to every other,"Not one loose pair — every bidder here co-bids with every other at 0.20 or more. That is a closed group, not a market.",0.18123532831668854,0.1956521739130435,up
T00078,days_reg_to_first_award,"Registered, then paid, almost at once",Only 88 days between this vendor appearing in the master file and its first award.,0.3416074812412262,88.0,up
T00079,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 57% of all its work from this one buyer. A typical vendor gets 10%.,3.05106782913208,0.5714285714285714,up
T00079,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 8 tenders. The usual buyer-vendor pair has done 1.,1.657217025756836,8.0,up
T00079,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.1460435390472412,1.0,up
T00079,vendor_n_buyers,Serves almost nobody else,This vendor works with just 7 buyers. Most work with 10.,0.01257789134979248,7.0,up
T00080,bid_cv,The bids were suspiciously alike,The spread across bids is unusually tight (0.08 against a normal 0.08). Independent firms pricing independently do not land this close together.,0.01479388028383255,0.0781192960899228,up
T00081,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 2 tenders. The usual buyer-vendor pair has done 1.,0.2864268720149994,2.0,up
T00081,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 17% of all its work from this one buyer. A typical vendor gets 10%.,0.07642568647861481,0.16666666666666666,up
T00081,days_to_payment,Paid unusually fast,Paid 18 days after invoice. The company normally takes 34.,0.05877995491027832,18.0,up
T00082,g_cobid_min_affinity,Every pair of bidders is tied to every other,"Not one loose pair — every bidder here co-bids with every other at 0.17 or more. That is a closed group, not a market.",0.15020869672298431,0.16666666666666666,up
T00082,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.12712475657463074,2.0,up
T00082,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 2 tenders. The usual buyer-vendor pair has done 1.,0.03432917222380638,2.0,up
T00083,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.0631292387843132,2.0,up
T00084,g_cobid_mean_affinity,These firms always bid together,The bidders here meet each other far more often than chance allows (affinity 0.50; honest rivals sit near 0.16).,1.6161619424819946,0.5041627762215998,up
T00084,g_bidders_in_ring,Most of the bidders were in on it,100% of the companies that bid on this tender belong to the same suspected ring.,0.8443176746368408,1.0,up
T00084,amount_z_in_category,Priced above its peers,The price sits 1.2 standard deviations above what this category normally costs.,0.29605045914649963,1.1548893676795657,up
T00084,g_jaccard_mean,"The same names, tender after tender",These firms turn up on the same tenders far more than rivals should (32% overlap against a normal 8%).,0.2636273503303528,0.32124833149924,up
T00084,amount_vs_cat_median,Expensive for what it is,It cost 3.0x the median price in its category.,0.12364496290683746,3.028208289849548,up
T00085,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 3 tenders. The usual buyer-vendor pair has done 1.,1.8361085653305054,3.0,up
T00085,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 27% of all its work from this one buyer. A typical vendor gets 10%.,0.3394937813282013,0.2727272727272727,up
T00085,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.19634491205215454,1.0,up
T00085,days_to_payment,Paid unusually fast,Paid 12 days after invoice. The company normally takes 34.,0.045770954340696335,12.0,up
T00088,days_to_payment,Paid unusually fast,Paid 25 days after invoice. The company normally takes 34.,0.14027583599090576,25.0,up
T00089,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 33% of all its work from this one buyer. A typical vendor gets 10%.,0.75901198387146,0.3333333333333333,up
T00089,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.0684375911951065,2.0,up
T00090,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.15935136377811432,1.0,up
T00090,days_to_payment,Paid unusually fast,Paid 21 days after invoice. The company normally takes 34.,0.016246672719717026,21.0,up
T00092,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 2 tenders. The usual buyer-vendor pair has done 1.,0.28674861788749695,2.0,up
T00092,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.11453910917043686,2.0,up
T00092,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 15% of all its work from this one buyer. A typical vendor gets 10%.,0.07642568647861481,0.15384615384615385,up
T00092,days_to_payment,Paid unusually fast,Paid 19 days after invoice. The company normally takes 34.,0.06435813009738922,19.0,up
T00095,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 17% of all its work from this one buyer. A typical vendor gets 10%.,0.07533438503742218,0.16666666666666666,up
T00095,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.054968368262052536,1.0,up
T00097,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 58% of all its work from this one buyer. A typical vendor gets 10%.,3.6316232681274414,0.5833333333333334,up
T00097,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 7 tenders. The usual buyer-vendor pair has done 1.,1.7276716232299805,7.0,up
T00097,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.3515801727771759,2.0,up
T00097,days_to_payment,Paid unusually fast,Paid 19 days after invoice. The company normally takes 34.,0.1223440170288086,19.0,up
T00098,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.28074580430984497,2.0,up
T00098,days_to_payment,Paid unusually fast,Paid 19 days after invoice. The company normally takes 34.,0.2544172406196594,19.0,up
T00098,days_reg_to_first_award,"Registered, then paid, almost at once",Only 64 days between this vendor appearing in the master file and its first award.,0.2217627763748169,64.0,up
T00098,vendor_age_days,A brand-new supplier,This vendor was registered only 139 days before winning this. Legitimate suppliers build a track record first.,0.20960351824760437,139.0,up
T00098,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 2 tenders. The usual buyer-vendor pair has done 1.,0.18400384485721588,2.0,up
T00099,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 17% of all its work from this one buyer. A typical vendor gets 10%.,0.030691569671034813,0.16666666666666666,up
T00101,g_cobid_mean_affinity,These firms always bid together,The bidders here meet each other far more often than chance allows (affinity 0.25; honest rivals sit near 0.16).,1.035516381263733,0.25445632798573975,up
T00103,amount_over_limit,Sitting under the ceiling,"The award is 83% of the approver's limit — just under the ceiling, where a splitter would put it.",0.28990018367767334,0.8280667999999999,up
T00103,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 2 tenders. The usual buyer-vendor pair has done 1.,0.20005366206169128,2.0,up
T00103,headroom_to_limit,Barely under the limit,It clears the approval limit by only 17%. A little more and a director would have had to sign.,0.06251693516969681,0.17193320000000006,up
T00103,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.03827176243066788,1.0,up
T00103,amount_vs_cat_median,Expensive for what it is,It cost 1.9x the median price in its category.,0.016723565757274628,1.923815612966958,up
T00104,days_to_payment,Paid unusually fast,Paid 20 days after invoice. The company normally takes 34.,0.012879833579063416,20.0,up
T00105,amount_z_in_category,Priced above its peers,The price sits 1.7 standard deviations above what this category normally costs.,0.36435607075691223,1.6964308676512228,up
T00105,days_to_payment,Paid unusually fast,Paid 16 days after invoice. The company normally takes 34.,0.1405329555273056,16.0,up
T00105,amount_vs_cat_median,Expensive for what it is,It cost 4.3x the median price in its category.,0.07643986493349075,4.25318546494889,up
T00105,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.05181054025888443,1.0,up
T00106,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.0694836899638176,2.0,up
T00107,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 18% of all its work from this one buyer. A typical vendor gets 10%.,0.0274970643222332,0.18181818181818182,up
T00108,days_to_payment,Paid unusually fast,Paid 22 days after invoice. The company normally takes 34.,0.25314316153526306,22.0,up
T00108,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 18% of all its work from this one buyer. A typical vendor gets 10%.,0.15793123841285706,0.18181818181818182,up
T00108,amount_vs_cat_median,Expensive for what it is,It cost 2.0x the median price in its category.,0.07492108643054962,1.977196098819569,up
T00108,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 2 tenders. The usual buyer-vendor pair has done 1.,0.031041938811540604,2.0,up
T00109,g_cobid_min_affinity,Every pair of bidders is tied to every other,"Not one loose pair — every bidder here co-bids with every other at 0.17 or more. That is a closed group, not a market.",0.016041792929172516,0.17073170731707318,up
T00110,amount_vs_cat_median,Expensive for what it is,It cost 3.5x the median price in its category.,0.14401933550834656,3.450828240037202,up
T00110,g_cobid_min_affinity,Every pair of bidders is tied to every other,"Not one loose pair — every bidder here co-bids with every other at 0.13 or more. That is a closed group, not a market.",0.1434900313615799,0.13333333333333333,up
T00111,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.02069694921374321,2.0,up
T00112,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.15547369420528412,1.0,up
T00112,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 17% of all its work from this one buyer. A typical vendor gets 10%.,0.12458162754774094,0.16666666666666666,up
T00114,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 2 tenders. The usual buyer-vendor pair has done 1.,0.244467630982399,2.0,up
T00114,bid_cv,The bids were suspiciously alike,The spread across bids is unusually tight (0.01 against a normal 0.08). Independent firms pricing independently do not land this close together.,0.08514554053544998,0.011961474896050551,up
T00114,days_to_payment,Paid unusually fast,Paid 14 days after invoice. The company normally takes 34.,0.06435813009738922,14.0,up
T00114,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.028503239154815674,2.0,up
T00115,g_cobid_min_affinity,Every pair of bidders is tied to every other,"Not one loose pair — every bidder here co-bids with every other at 0.14 or more. That is a closed group, not a market.",0.16449101269245148,0.14285714285714285,up
T00118,rule_round_near_threshold,Round-number rule fired,"An audit rule written by a human, not a model, flagged this.",1.8336167335510254,1.0,up
T00118,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 15% of all its work from this one buyer. A typical vendor gets 10%.,0.35546231269836426,0.15384615384615385,up
T00118,amount_over_limit,Sitting under the ceiling,"The award is 92% of the approver's limit — just under the ceiling, where a splitter would put it.",0.3177439272403717,0.92,up
T00118,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.26801636815071106,2.0,up
T00118,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 2 tenders. The usual buyer-vendor pair has done 1.,0.26156967878341675,2.0,up
T00119,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 2 tenders. The usual buyer-vendor pair has done 1.,0.2729209065437317,2.0,up
T00119,days_reg_to_first_award,"Registered, then paid, almost at once",Only -18 days between this vendor appearing in the master file and its first award.,0.07518962025642395,-18.0,up
T00119,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 17% of all its work from this one buyer. A typical vendor gets 10%.,0.05119325593113899,0.16666666666666666,up
T00120,g_cobid_min_affinity,Every pair of bidders is tied to every other,"Not one loose pair — every bidder here co-bids with every other at 0.12 or more. That is a closed group, not a market.",0.0923573225736618,0.12,up
T00121,days_to_payment,Paid unusually fast,Paid 15 days after invoice. The company normally takes 34.,0.148954838514328,15.0,up
T00122,days_to_payment,Paid unusually fast,Paid 17 days after invoice. The company normally takes 34.,0.12265922129154205,17.0,up
T00122,amount_vs_cat_median,Expensive for what it is,It cost 1.9x the median price in its category.,0.11303309351205826,1.9480400713649335,up
T00123,amount_z_in_category,Priced above its peers,The price sits 1.8 standard deviations above what this category normally costs.,0.7153391242027283,1.7894655473120837,up
T00123,amount_vs_cat_median,Expensive for what it is,It cost 6.0x the median price in its category.,0.3855783939361572,6.049907818427765,up
T00124,days_to_payment,Paid unusually fast,Paid 15 days after invoice. The company normally takes 34.,0.01751507818698883,15.0,up
T00125,days_reg_to_first_award,"Registered, then paid, almost at once",Only 88 days between this vendor appearing in the master file and its first award.,0.14426401257514954,88.0,up
T00127,amount_vs_cat_median,Expensive for what it is,It cost 2.7x the median price in its category.,0.27832019329071045,2.679911885774585,up
T00127,g_jaccard_mean,"The same names, tender after tender",These firms turn up on the same tenders far more than rivals should (10% overlap against a normal 8%).,0.09689405560493469,0.10460664432433253,up
T00128,amount_vs_cat_median,Expensive for what it is,It cost 2.6x the median price in its category.,0.1056651771068573,2.5788628750731246,up
T00129,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.09638302028179169,2.0,up
T00129,bid_cv,The bids were suspiciously alike,The spread across bids is unusually tight (0.02 against a normal 0.08). Independent firms pricing independently do not land this close together.,0.0560438446700573,0.016519142328365006,up
T00130,amount_vs_cat_median,Expensive for what it is,It cost 2.3x the median price in its category.,0.17679819464683533,2.2964523172991345,up
T00132,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.147799551486969,1.0,up
T00132,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 17% of all its work from this one buyer. A typical vendor gets 10%.,0.08564542979001999,0.16666666666666666,up
T00134,days_to_payment,Paid unusually fast,Paid 11 days after invoice. The company normally takes 34.,0.012879833579063416,11.0,up
T00135,amount_over_limit,Sitting under the ceiling,"The award is 84% of the approver's limit — just under the ceiling, where a splitter would put it.",0.1629807949066162,0.8359153,up
